seed,sigma,shape,method,mean_dev,adaptation,n_evade,min_dist,mean_energy,success
0,1.5,circle,Line of Sight,14.213193024551465,8.5,11,1.614129179209943,0.1680093010075867,52.823920265780735
0,1.5,circle,Vector Field,20.71527487501284,15.5,9,3.7323594122739987,0.14982262676564276,39.8671096345515
0,1.5,circle,Nonlinear Stabilization,20.730878879922614,16.0,6,9.35127560662897,0.1539036160475719,37.2093023255814
0,1.5,circle,Proposed AI,25.588184803333395,19.5,6,19.86565118818124,0.13490090164218624,30.89700996677741
0,1.5,polyline,Pure Pursuit,18.960344313331134,11.5,9,3.8609393792192055,0.15969400771402908,38.53820598006645
0,1.5,polyline,Line of Sight,12.444667107035315,15.5,12,4.403294945498596,0.15732053054485826,51.82724252491694
0,1.5,polyline,Vector Field,20.835230967720612,20.0,6,14.548060229547787,0.1460277397005172,39.8671096345515
0,1.5,polyline,Nonlinear Stabilization,17.435521446143092,16.5,10,8.073241306109846,0.15170366732387247,42.857142857142854
0,1.5,polyline,Proposed AI,17.083664056364576,23.5,4,6.92237125488265,0.11897338162396667,56.810631229235874
0,2.0,straight,Pure Pursuit,28.81789826122338,11.5,15,2.0811632656661123,0.15410115723323964,26.910299003322258
0,2.0,straight,Line of Sight,17.474286067762005,33.5,11,3.5648644023080687,0.15892308714954118,46.51162790697674
0,2.0,straight,Vector Field,23.523918709620354,27.0,7,11.418753353231738,0.14865498226224474,33.88704318936877
0,2.0,straight,Nonlinear Stabilization,28.92266846402704,38.0,11,3.711374135249777,0.147601662442051,26.245847176079735
0,2.0,straight,Proposed AI,35.5524000178791,33.5,10,4.047539388442039,0.15001572358560655,15.946843853820598
0,2.0,circle,Pure Pursuit,15.712400072786695,2.5,14,0.6783244297523545,0.17345770907559852,42.19269102990033
0,2.0,circle,Line of Sight,13.85781635341355,13.5,18,5.347549848877982,0.16696201210914915,48.50498338870432
0,2.0,circle,Vector Field,21.171338968256897,17.5,5,24.14429784733574,0.13873119978248702,41.52823920265781
0,2.0,circle,Nonlinear Stabilization,21.04816623876761,20.0,12,11.287770480148046,0.1388985225372722,40.863787375415285
0,2.0,circle,Proposed AI,21.736495242339004,19.5,7,13.126397338736322,0.13688581081097595,34.21926910299003
0,2.0,polyline,Pure Pursuit,18.47349339388096,11.5,8,0.7578220808055427,0.16067434940220782,42.857142857142854
0,2.0,polyline,Line of Sight,12.444255971364901,15.5,14,4.480480656304492,0.15764946410665265,52.159468438538205
0,2.0,polyline,Vector Field,20.20225406219612,20.0,8,3.901867210319379,0.15175848549286725,40.19933554817276
0,2.0,polyline,Nonlinear Stabilization,19.60764288493015,22.5,8,12.48733187964789,0.14470823695099186,43.18936877076412
0,2.0,polyline,Proposed AI,20.335472285110598,23.5,5,1.6578832984690912,0.11723592804946063,49.83388704318937
0,3.0,straight,Pure Pursuit,12.061456060713832,9.5,10,0.19297125941683646,0.16541620064118473,51.49501661129568
