seed,shape,method,mean_dev,adaptation,n_evade,min_dist,mean_energy,success
7,circle,Vector Field,27.46504368737327,14.5,9,0.45918033533672187,0.16912912883858833,16.611295681063122
7,circle,Nonlinear Stabilization,22.970132901795083,13.0,6,1.3354061890184123,0.14512543204437334,32.89036544850498
7,circle,Proposed AI,23.707314426677,14.5,8,2.355349887105273,0.1549936930181481,24.916943521594686
7,polyline,Pure Pursuit,17.901668940918228,3.5,7,0.8950203948801647,0.1619827344128731,42.857142857142854
7,polyline,Line of Sight,12.030437478671152,13.0,7,2.7507884081207443,0.15666214557599695,52.159468438538205
7,polyline,Vector Field,21.774271939551504,17.5,8,8.543040531267613,0.1606299702847396,33.5548172757475
7,polyline,Nonlinear Stabilization,22.65451619931855,19.5,10,7.909443869193998,0.15833368909966164,34.21926910299003
7,polyline,Proposed AI,19.674668684407894,21.0,4,2.973286566926748,0.1224762334011073,48.50498338870432
8,straight,Pure Pursuit,21.996454873984963,10.0,7,0.7459347525729285,0.15369231507989697,38.205980066445186
8,straight,Line of Sight,19.104975045799147,12.5,11,0.5732915015262812,0.14834114743944238,41.52823920265781
8,straight,Vector Field,10.351269856907455,19.0,2,23.975618390539307,0.11830147866435917,73.421926910299
8,straight,Nonlinear Stabilization,12.972579667414857,33.0,5,10.115275873545304,0.11215723701233223,67.44186046511628
8,straight,Proposed AI,29.178720488649166,33.5,8,8.102847666795318,0.1458525231092556,23.25581395348837
8,circle,Pure Pursuit,17.785190291783525,14.0,10,2.3716805800807492,0.15140510449887915,39.8671096345515
8,circle,Line of Sight,18.629138267118215,9.5,17,2.749794081641122,0.15248102028071078,40.19933554817276
8,circle,Vector Field,23.534086952640784,26.0,8,7.575897039556069,0.1604555126737162,31.561461794019934
8,circle,Nonlinear Stabilization,17.071574819981176,13.0,6,11.48443515623598,0.1493052486406807,46.179401993355484
8,circle,Proposed AI,22.808140419626298,13.0,8,2.3930032845914395,0.15765411687435435,28.23920265780731
8,polyline,Pure Pursuit,17.9353981486038,10.0,7,0.7459347525729285,0.1601633686308015,39.53488372093023
8,polyline,Line of Sight,12.39625813941739,12.5,13,0.5732915015262812,0.15765953373943234,52.159468438538205
8,polyline,Vector Field,20.82849894077703,19.0,7,18.29430685199984,0.14591153358391915,40.53156146179402
8,polyline,Nonlinear Stabilization,19.57123614054913,21.0,7,6.158174150950942,0.15214826103732407,42.524916943521596
8,polyline,Proposed AI,20.84262183140109,22.0,7,3.772367056325436,0.11690017996439667,49.16943521594684
9,straight,Pure Pursuit,20.493328020831193,7.5,8,1.1724715850765843,0.1598993776544452,42.19269102990033
9,straight,Line of Sight,21.119559894005896,13.0,18,1.128266916778557,0.14673421279239482,38.53820598006645
9,straight,Vector Field,27.123011337696703,15.0,6,6.5322188728989925,0.15747824674549726,25.91362126245847
9,straight,Nonlinear Stabilization,20.25972365087207,16.5,13,3.061818488300294,0.16484397085419303,39.8671096345515
9,straight,Proposed AI,22.744065699201578,22.5,9,8.159009768145475,0.14351267827742534,28.23920265780731
9,circle,Pure Pursuit,14.321734819047279,16.5,7,0.5328485077916572,0.16941617088962438,49.16943521594684
9,circle,Line of Sight,15.632738775804647,8.5,12,1.6034258717532488,0.16469015260870828,44.518272425249165
9,circle,Vector Field,19.162611553993298,18.0,6,9.609738768505173,0.14629727050276117,45.51495016611295
9,circle,Nonlinear Stabilization,19.35212682982784,18.5,6,12.52684041969174,0.14443080316546322,44.18604651162791
9,circle,Proposed AI,24.824883610269485,21.0,10,5.969912055427315,0.14793957855782652,24.916943521594686
9,polyline,Pure Pursuit,13.083424577979502,9.0,10,1.2169220365644087,0.1653204787856485,48.50498338870432
9,polyline,Line of Sight,11.621191107575045,13.0,13,3.7879244691213927,0.15958468178027335,52.823920265780735
9,polyline,Vector Field,20.848314477325996,15.0,6,10.557743902349127,0.14887891142377327,37.87375415282392
9,polyline,Nonlinear Stabilization,15.384571725444916,15.5,5,8.586966144098923,0.14965714340835728,52.159468438538205
9,polyline,Proposed AI,19.343954267229385,15.5,5,3.118187573997708,0.1322328585014883,44.518272425249165
